pointid,grid_code,xcoord,ycoord
"384",9.76095000000,-73.840228836826,40.8747966365464
"385",10.24610000000,-73.8366707651561,40.8747916556719
"386",10.87040000000,-73.8331126940251,40.874786565096
"387",10.99550000000,-73.8295546234448,40.8747813648187
"388",10.49180000000,-73.825996553427,40.87477605484
"389",9.75999000000,-73.8224384839833,40.87477063516
"390",9.60333000000,-73.8188804151255,40.8747651057787
"391",9.11301000000,-73.8153223468653,40.874759466696
"392",8.98553000000,-73.8117642792146,40.8747537179121
"393",8.97781000000,-73.8082062121849,40.874747859427
"394",9.01567000000,-73.8046481457882,40.8747418912406
"395",9.03691000000,-73.801090080036,40.8747358133531
"396",9.06326000000,-73.7975320149402,40.8747296257644
"397",9.08807000000,-73.7939739505125,40.8747233284746
"398",9.11138000000,-73.7904158867646,40.8747169214837
"399",9.13307000000,-73.7868578237082,40.8747104047917
"400",9.15002000000,-73.7832997613552,40.8747037783987
"401",9.18028000000,-73.7761836388061,40.8746901965098
"402",9.20041000000,-73.7726255786335,40.8746832410139
"403",9.25782000000,-73.9327415828976,40.8721868572348
"404",9.09473000000,-73.9291836458546,40.8721847286898
"405",9.01291000000,-73.9256257090453,40.8721824904472
"406",9.42599000000,-73.9220677724814,40.8721801425073
"407",9.91852000000,-73.9185098361747,40.8721776848698
"408",10.35030000000,-73.9149519001368,40.8721751175349
"409",11.72020000000,-73.9113939643795,40.8721724405026
"410",12.35880000000,-73.9078360289146,40.8721696537728
"411",12.43850000000,-73.9042780937538,40.8721667573457
"412",11.59710000000,-73.9007201589088,40.8721637512211
"413",10.54100000000,-73.8971622243914,40.8721606353992
"414",10.44350000000,-73.8936042902132,40.8721574098799
"415",11.65700000000,-73.8900463563862,40.8721540746633
"416",11.47590000000,-73.8864884229219,40.8721506297493
"417",11.45600000000,-73.8829304898322,40.872147075138
"418",10.91800000000,-73.8793725571287,40.8721434108294
"419",10.96310000000,-73.8758146248232,40.8721396368236
"420",9.72780000000,-73.8722566929275,40.8721357531204
"421",9.25566000000,-73.8686987614533,40.8721317597201
"422",9.39119000000,-73.8651408304123,40.8721276566225
"423",10.23720000000,-73.8615828998162,40.8721234438277
"424",9.72489000000,-73.8580249696769,40.8721191213357
"425",9.97364000000,-73.854467040006,40.8721146891466
"426",9.63434000000,-73.8509091108153,40.8721101472603
"427",9.57001000000,-73.8473511821165,40.8721054956769
"428",9.52735000000,-73.8437932539213,40.8721007343964
"429",9.64007000000,-73.8402353262416,40.8720958634189
"430",10.20470000000,-73.836677399089,40.8720908827442
"431",11.11330000000,-73.8331194724753,40.8720857923726
"432",10.91150000000,-73.8295615464122,40.872080592304
"433",10.40890000000,-73.8260036209115,40.8720752825384
"434",9.67384000000,-73.8224456959848,40.8720698630759
"435",9.54662000000,-73.818887771644,40.8720643339164
"436",9.06660000000,-73.8153298479007,40.87205869506
"437",8.97506000000,-73.8117719247668,40.8720529465068
"438",8.98561000000,-73.8082140022539,40.8720470882568
"439",9.00761000000,-73.8046560803738,40.8720411203099
"440",9.03468000000,-73.8010981591383,40.8720350426662
"441",9.06414000000,-73.797540238559,40.8720288553258
"442",9.09045000000,-73.7939823186477,40.8720225582887
"443",9.11652000000,-73.7904243994161,40.8720161515549
"444",9.13725000000,-73.7868664808761,40.8720096351245
"445",9.15538000000,-73.7833085630392,40.8720030089974
"446",9.23780000000,-73.7726348138655,40.8719824724367
"447",9.24466000000,-73.7690768989589,40.8719754075234
"448",9.45256000000,-73.9327443146226,40.869486079138
"449",9.74923000000,-73.9291865220865,40.8694839506784
"450",10.16930000000,-73.9256287297839,40.8694817125256
"451",10.72090000000,-73.9220709377268,40.8694793646799
"452",10.99750000000,-73.9185131459267,40.8694769071411
"453",10.90450000000,-73.9149553543955,40.8694743399092
"454",11.03460000000,-73.9113975631448,40.8694716629843
"455",14.70460000000,-73.9078397721865,40.8694688763664
"456",12.93710000000,-73.9042819815322,40.8694659800555
"457",11.56760000000,-73.9007241911937,40.8694629740515
"458",11.50070000000,-73.8971664011828,40.8694598583546
"459",11.60090000000,-73.8936086115111,40.8694566329648
"460",12.36110000000,-73.8900508221905,40.869453297882
"461",11.39020000000,-73.8864930332325,40.8694498531062
"462",10.82530000000,-73.8829352446491,40.8694462986376
"463",10.39930000000,-73.8793774564519,40.869442634476
"464",9.73374000000,-73.8758196686526,40.8694388606216
"465",9.56896000000,-73.8722618812631,40.8694349770743
"466",9.34473000000,-73.8687040942949,40.8694309838342
"467",9.49625000000,-73.86514630776,40.8694268809013
"468",10.22480000000,-73.8615885216699,40.8694226682755
"469",9.76310000000,-73.8580307360365,40.869418345957
"470",9.23857000000,-73.8544729508715,40.8694139139457
"471",9.23821000000,-73.8509151661866,40.8694093722417
"472",9.16922000000,-73.8473573819936,40.869404720845
"473",9.44771000000,-73.8437995983042,40.8693999597556
"474",9.53488000000,-73.8402418151301,40.8693950889735
"475",10.19260000000,-73.8366840324831,40.8693901084987
"476",11.97340000000,-73.8331262503748,40.8693850183314
"477",11.43850000000,-73.8295684688172,40.8693798184715
"478",10.91780000000,-73.8260106878218,40.8693745089189
"479",9.74789000000,-73.8224529074005,40.8693690896738
"480",9.33082000000,-73.8188951275649,40.8693635607363
"481",9.04461000000,-73.8153373483268,40.8693579221062
"482",8.98653000000,-73.811779569698,40.8693521737836
"483",8.99190000000,-73.8082217916901,40.8693463157686
"484",9.01371000000,-73.8046640143149,40.8693403480613
"485",9.04056000000,-73.8011062375842,40.8693342706615
"486",9.06988000000,-73.7975484615097,40.8693280835694
"487",9.09606000000,-73.7939906861031,40.869321786785
"488",9.11945000000,-73.7904329113762,40.8693153803083
"489",9.13952000000,-73.7868751373407,40.8693088641393
"490",9.14947000000,-73.7833173640083,40.8693022382781
"491",9.27118000000,-73.7690862779449,40.8692746379118
"492",10.00990000000,-73.9327470461258,40.8667852997294
"493",10.56810000000,-73.9291893980847,40.8667831713552
"494",11.61990000000,-73.9256317502772,40.8667809332923
"495",12.33060000000,-73.922074102715,40.8667785855408
"496",11.46750000000,-73.9185164554099,40.8667761281006
"497",11.00210000000,-73.9149588083736,40.8667735609717
"498",11.70580000000,-73.9114011616178,40.8667708841542
"499",13.19960000000,-73.9078435151543,40.8667680976481
"500",12.05240000000,-73.9042858689949,40.8667652014534
"501",11.73400000000,-73.9007282231512,40.8667621955701
"502",12.00490000000,-73.897170577635,40.8667590799983
"503",13.03810000000,-73.893612932458,40.8667558547379
"504",12.43070000000,-73.890055287632,40.8667525197889
"505",10.91650000000,-73.8864976431687,40.8667490751514
"506",10.29520000000,-73.8829399990798,40.8667455208254
"507",9.63829000000,-73.8793823553771,40.8667418568109
"508",9.53318000000,-73.8758247120723,40.8667380831079
"509",9.80769000000,-73.8722670691772,40.8667341997165
"510",9.77471000000,-73.8687094267034,40.8667302066366
"511",9.78216000000,-73.8651517846628,40.8667261038683
"512",10.06670000000,-73.861594143067,40.8667218914116
"513",9.41412000000,-73.8580365019278,40.8667175692665
"514",9.06067000000,-73.8544788612569,40.8667131374331
"515",8.93582000000,-73.8509212210661,40.8667085959113
"516",9.05882000000,-73.8473635813671,40.8667039447013
"517",9.30367000000,-73.8438059421717,40.8666991838029
"518",9.61553000000,-73.8402483034915,40.8666943132163
